,activity,end_time,exam_1_exercise_score,exam_2_exercise_score,exercise,idle_time,intermediate_grade,keystroke,mouse_click_left,mouse_click_right,mouse_movement,mouse_wheel,mouse_wheel_click,session_id,start_time,student_id
460,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=52, tm_sec=23, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,51245,3.5,0,6,2,963,2,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=52, tm_sec=2, tm_wday=3, tm_yday=324, tm_isdst=-1)",82
461,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=55, tm_sec=31, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,94511,1.5,0,4,2,647,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=55, tm_sec=12, tm_wday=3, tm_yday=345, tm_isdst=-1)",82
462,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=55, tm_sec=52, tm_wday=3, tm_yday=289, tm_isdst=-1)",2.0,2.0,Es_2_1,27582,4.0,14,12,0,767,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=55, tm_sec=34, tm_wday=3, tm_yday=289, tm_isdst=-1)",83
463,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=47, tm_sec=44, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_4,0,2.5,0,1,0,41,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=47, tm_sec=44, tm_wday=3, tm_yday=296, tm_isdst=-1)",83
464,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=56, tm_sec=45, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,16,4.5,0,2,0,93,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=56, tm_sec=44, tm_wday=3, tm_yday=317, tm_isdst=-1)",83
465,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=16, tm_sec=3, tm_wday=3, tm_yday=324, tm_isdst=-1)",2.0,0.5,Es_5_1,0,4.0,0,2,0,22,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=16, tm_sec=3, tm_wday=3, tm_yday=324, tm_isdst=-1)",83
466,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=50, tm_sec=51, tm_wday=3, tm_yday=345, tm_isdst=-1)",0.0,7.0,Es_6_2,0,2.0,0,0,0,22,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=50, tm_sec=51, tm_wday=3, tm_yday=345, tm_isdst=-1)",83
467,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=1, tm_sec=18, tm_wday=3, tm_yday=289, tm_isdst=-1)",,,Es_2_1,218,2.5,0,4,0,105,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=1, tm_sec=16, tm_wday=3, tm_yday=289, tm_isdst=-1)",84
468,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=58, tm_sec=17, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_1,1590153,0.0,0,2,0,288,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=57, tm_sec=12, tm_wday=3, tm_yday=296, tm_isdst=-1)",84
469,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=52, tm_sec=7, tm_wday=3, tm_yday=317, tm_isdst=-1)",,,Es_4_5,0,4.5,0,2,0,87,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=52, tm_sec=6, tm_wday=3, tm_yday=317, tm_isdst=-1)",84
470,,,,,,,0.0,,,,,,,5,,84
471,,,,,,,0.0,,,,,,,6,,84
472,Study_Es_1_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=42, tm_sec=34, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_4,0,n/a,0,2,0,42,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=42, tm_sec=34, tm_wday=3, tm_yday=275, tm_isdst=-1)",85
473,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=50, tm_sec=26, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_6,16,6.0,0,2,0,91,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=50, tm_sec=25, tm_wday=3, tm_yday=289, tm_isdst=-1)",85
474,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=47, tm_sec=26, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_4,32,4.0,4,6,0,65,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=47, tm_sec=24, tm_wday=3, tm_yday=296, tm_isdst=-1)",85
475,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=38, tm_sec=55, tm_wday=3, tm_yday=317, tm_isdst=-1)",13.0,,Es_4_1,0,5.0,0,4,0,13,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=38, tm_sec=55, tm_wday=3, tm_yday=317, tm_isdst=-1)",85
476,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=40, tm_sec=37, tm_wday=3, tm_yday=324, tm_isdst=-1)",1.5,,Es_5_3,16432,4.0,0,9,0,295,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=40, tm_sec=26, tm_wday=3, tm_yday=324, tm_isdst=-1)",85
477,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=8, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_6,0,4.0,0,0,0,98,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=5, tm_wday=3, tm_yday=345, tm_isdst=-1)",85
478,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=44, tm_sec=9, tm_wday=3, tm_yday=275, tm_isdst=-1)",3.0,,Es_1_2,15,n/a,0,4,0,64,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=44, tm_sec=8, tm_wday=3, tm_yday=275, tm_isdst=-1)",86
479,TextEditor_Es_2_2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=43, tm_sec=16, tm_wday=3, tm_yday=289, tm_isdst=-1)",3.0,,Es_2_2,6397,5.0,0,5,0,274,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=43, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",86
480,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=42, tm_sec=41, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_4,1462,4.0,0,2,0,457,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=42, tm_sec=33, tm_wday=3, tm_yday=296, tm_isdst=-1)",86
481,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=44, tm_sec=54, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,75459,5.0,24,10,0,514,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=44, tm_sec=32, tm_wday=3, tm_yday=317, tm_isdst=-1)",86
482,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=58, tm_sec=58, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,31,4.0,0,3,0,164,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=58, tm_sec=57, tm_wday=3, tm_yday=324, tm_isdst=-1)",86
483,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=59, tm_sec=57, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_4,0,3.25,0,1,0,14,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=59, tm_sec=57, tm_wday=3, tm_yday=345, tm_isdst=-1)",86
484,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=58, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,80548,n/a,0,4,0,363,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=58, tm_sec=32, tm_wday=3, tm_yday=275, tm_isdst=-1)",87
485,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=0, tm_sec=35, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_5,0,4.0,0,3,0,84,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=0, tm_sec=35, tm_wday=3, tm_yday=289, tm_isdst=-1)",87
486,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=30, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_4,0,3.5,0,0,2,41,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=48, tm_sec=30, tm_wday=3, tm_yday=296, tm_isdst=-1)",87
487,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=32, tm_sec=23, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,0,4.5,0,0,0,14,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=32, tm_sec=23, tm_wday=3, tm_yday=317, tm_isdst=-1)",87
488,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=3, tm_sec=55, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,32,3.5,0,6,0,236,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=3, tm_sec=53, tm_wday=3, tm_yday=324, tm_isdst=-1)",87
489,TextEditor_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=8, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_3,768,2.25,0,2,0,249,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=0, tm_wday=3, tm_yday=345, tm_isdst=-1)",87
490,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=35, tm_sec=50, tm_wday=3, tm_yday=275, tm_isdst=-1)",2.0,,Es_1_1,765,n/a,0,4,0,136,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=35, tm_sec=47, tm_wday=3, tm_yday=275, tm_isdst=-1)",88
491,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=6, tm_sec=2, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_4,60,5.0,0,4,0,338,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=5, tm_sec=59, tm_wday=3, tm_yday=289, tm_isdst=-1)",88
492,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=59, tm_sec=42, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_4,8445,3.0,0,8,2,548,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=59, tm_sec=31, tm_wday=3, tm_yday=296, tm_isdst=-1)",88
493,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=49, tm_sec=42, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,0,5.0,0,2,0,33,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=49, tm_sec=42, tm_wday=3, tm_yday=317, tm_isdst=-1)",88
494,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=55, tm_sec=26, tm_wday=3, tm_yday=324, tm_isdst=-1)",8.0,,Es_5_2,2859,4.0,2,2,0,103,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=55, tm_sec=21, tm_wday=3, tm_yday=324, tm_isdst=-1)",88
495,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=0, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,0,2.75,0,1,0,60,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=0, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",88
496,,,,,,,0.5,,,,,,,2,,89
497,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=24, tm_sec=13, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_2,616586764,1.5,0,2,0,110,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=0, tm_sec=16, tm_wday=3, tm_yday=296, tm_isdst=-1)",89
498,Deeds_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=45, tm_sec=54, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,94,3.5,0,3,0,57,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=45, tm_sec=52, tm_wday=3, tm_yday=317, tm_isdst=-1)",89
499,Deeds_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=14, tm_min=15, tm_sec=28, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,2.5,0,2,0,34,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=14, tm_min=15, tm_sec=28, tm_wday=3, tm_yday=324, tm_isdst=-1)",89
500,FSM_Es_6_2,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=7, tm_sec=6, tm_wday=3, tm_yday=345, tm_isdst=-1)",0.0,,Es_6_2,39044832,0.5,0,18,0,595,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=0, tm_sec=10, tm_wday=3, tm_yday=345, tm_isdst=-1)",89
501,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=45, tm_sec=0, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,46,n/a,0,4,0,208,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=44, tm_sec=57, tm_wday=3, tm_yday=275, tm_isdst=-1)",90
502,Study_Es_2_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=8, tm_sec=13, tm_wday=3, tm_yday=289, tm_isdst=-1)",,,Es_2_4,16,3.5,0,2,0,198,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=8, tm_sec=11, tm_wday=3, tm_yday=289, tm_isdst=-1)",90
503,TextEditor_Es_3_3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=23, tm_sec=41, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_3,4667,2.5,5,8,0,569,49,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=23, tm_sec=31, tm_wday=3, tm_yday=296, tm_isdst=-1)",90
504,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=26, tm_sec=26, tm_wday=3, tm_yday=317, tm_isdst=-1)",,,Es_4_5,187,4.5,0,4,0,292,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=26, tm_sec=23, tm_wday=3, tm_yday=317, tm_isdst=-1)",90
505,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=28, tm_wday=3, tm_yday=324, tm_isdst=-1)",,,Es_5_4,390,3.5,0,4,0,307,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=25, tm_wday=3, tm_yday=324, tm_isdst=-1)",90
506,Study_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=48, tm_sec=35, tm_wday=3, tm_yday=345, tm_isdst=-1)",,,Es_6_3,0,3.0,0,2,0,107,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=48, tm_sec=35, tm_wday=3, tm_yday=345, tm_isdst=-1)",90
507,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=14, tm_sec=51, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_4,0,n/a,0,2,0,45,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=14, tm_sec=51, tm_wday=3, tm_yday=275, tm_isdst=-1)",91
508,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=56, tm_sec=58, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_4,3165,6.0,0,2,0,87,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=56, tm_sec=55, tm_wday=3, tm_yday=289, tm_isdst=-1)",91
509,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=57, tm_sec=4, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_3,8379,4.0,0,2,0,426,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=56, tm_sec=58, tm_wday=3, tm_yday=296, tm_isdst=-1)",91
510,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=26, tm_sec=31, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_4,11326,5.0,0,3,0,141,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=26, tm_sec=26, tm_wday=3, tm_yday=317, tm_isdst=-1)",91
511,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=43, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,94,4.0,0,2,0,91,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=42, tm_wday=3, tm_yday=324, tm_isdst=-1)",91
512,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=58, tm_sec=5, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,0,2.25,0,2,0,206,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=58, tm_sec=4, tm_wday=3, tm_yday=345, tm_isdst=-1)",91
513,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=13, tm_sec=48, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_3,249650,n/a,35,14,0,418,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=13, tm_sec=16, tm_wday=3, tm_yday=275, tm_isdst=-1)",92
514,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=20, tm_wday=3, tm_yday=289, tm_isdst=-1)",1.0,2.0,Es_2_1,6653,2.5,0,13,0,331,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=8, tm_wday=3, tm_yday=289, tm_isdst=-1)",92
515,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=1, tm_sec=9, tm_wday=3, tm_yday=296, tm_isdst=-1)",0.0,0.0,Es_3_3,30,2.5,0,0,0,58,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=1, tm_sec=7, tm_wday=3, tm_yday=296, tm_isdst=-1)",92
516,Study_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=47, tm_sec=34, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,0,4.5,0,2,0,42,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=47, tm_sec=33, tm_wday=3, tm_yday=317, tm_isdst=-1)",92
517,Study_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=53, tm_sec=35, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,47,4.0,0,2,0,126,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=53, tm_sec=34, tm_wday=3, tm_yday=324, tm_isdst=-1)",92
518,TextEditor_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=55, tm_sec=47, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_3,4056,1.0,0,0,0,99,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=55, tm_sec=43, tm_wday=3, tm_yday=345, tm_isdst=-1)",92
519,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=49, tm_sec=6, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,,Es_1_4,3623,n/a,0,6,0,556,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=48, tm_sec=59, tm_wday=3, tm_yday=275, tm_isdst=-1)",93
520,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=57, tm_wday=3, tm_yday=289, tm_isdst=-1)",2.0,,Es_2_1,0,4.0,0,2,0,168,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=56, tm_wday=3, tm_yday=289, tm_isdst=-1)",93
521,Deeds_Es_3_2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=47, tm_sec=55, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_2,16,4.0,0,2,0,152,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=47, tm_sec=54, tm_wday=3, tm_yday=296, tm_isdst=-1)",93
522,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=52, tm_sec=17, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_5,0,4.5,0,2,0,91,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=52, tm_sec=17, tm_wday=3, tm_yday=317, tm_isdst=-1)",93
523,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=44, tm_sec=45, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,1014,4.0,0,2,0,53,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=44, tm_sec=44, tm_wday=3, tm_yday=324, tm_isdst=-1)",93
524,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=59, tm_sec=11, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,1094,1.5,0,4,0,318,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=59, tm_sec=6, tm_wday=3, tm_yday=345, tm_isdst=-1)",93
525,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=14, tm_sec=54, tm_wday=3, tm_yday=275, tm_isdst=-1)",,2.0,Es_1_1,10251,n/a,0,0,0,50,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=14, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",94
526,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=52, tm_sec=29, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_6,0,5.5,0,1,0,68,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=52, tm_sec=29, tm_wday=3, tm_yday=289, tm_isdst=-1)",94
527,TextEditor_Es_3_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=3, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,0,4.0,0,1,0,68,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=3, tm_wday=3, tm_yday=296, tm_isdst=-1)",94
528,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=27, tm_sec=3, tm_wday=3, tm_yday=317, tm_isdst=-1)",,15.0,Es_4_1,484,5.0,2,8,0,349,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=26, tm_sec=58, tm_wday=3, tm_yday=317, tm_isdst=-1)",94
529,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=5, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,0,4.0,0,4,0,88,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=36, tm_sec=5, tm_wday=3, tm_yday=324, tm_isdst=-1)",94
